1999	Ghost of Hamlet’s Father; 1st Player	Jerome Willis	Gemma Bodinetz	unknown production company	Bristol Old Vic
1966	Juliet’s Nurse	Madge Ryan	Val May	Bristol Old Vic Co.	Bristol Old Vic
1966	Romeo	Gawn Grainger	Val May	Bristol Old Vic Co.	Bristol Old Vic
1966	Juliet	Jane Asher	Val May	Bristol Old Vic Co.	Bristol Old Vic
25th February 1985	Romeo	Simon Templeman	John Caird	Royal Shakespeare Company	Gulbenkian Studio, Newcastle-upon-Tyne
25th February 1985	Juliet	Amanda Root	John Caird	Royal Shakespeare Company	Gulbenkian Studio, Newcastle-upon-Tyne
5th November 1997	Romeo	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Pit, London
5th November 1997	Juliet	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Pit, London
6th April 1981	Old Hamlet’s Ghost	Raymond Westwell	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
6th April 1981	Hamlet	Michael Pennington	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
14th November 1942	Ophelia	Joy Parker	Basil C Langton	unknown production company	Birmingham Repertory Theatre
14th November 1942	Hamlet	Basil Langton	Basil C Langton	unknown production company	Birmingham Repertory Theatre
15th November 2008	Ophelia	Mariah Gale	Gregory Doran	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
15th November 2008	Hamlet	David Tennant	Gregory Doran	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
4th December 2008	Juliet’s Nurse	Julie Legrand	Neil Bartlett	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
4th December 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
4th December 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
10th March 1981	Ophelia	Carol Royle	John Barton	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
10th March 1981	Old Hamlet’s Ghost	Raymond Westwell	John Barton	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
10th March 1981	Hamlet	Michael Pennington	John Barton	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
1966	Romeo	Howard Southern	Noreen Craven	Salisbury Playhouse	Salisbury Playhouse
1966	Juliet	Vivien Heilbron	Noreen Craven	Salisbury Playhouse	Salisbury Playhouse
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
4th June 1970	Ophelia	Helen Mirren	Trevor Nunn	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
4th June 1970	Hamlet	Alan Howard	Trevor Nunn	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
7th April 1942	Ophelia	Sara Jackson	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
7th April 1942	Hamlet	George Hayes	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1st November 2006	Ophelia’s song by	Rebecca Hart	Dov Weinstein	Royal Shakespeare Company	The Cube, Royal Shakespeare Theatre, Stratford-upon-Avon
1st November 2006	Ophelia	Daphne Hipchikz	Dov Weinstein	Royal Shakespeare Company	The Cube, Royal Shakespeare Theatre, Stratford-upon-Avon
1st November 2006	Hamlet	Ninja	Dov Weinstein	Royal Shakespeare Company	The Cube, Royal Shakespeare Theatre, Stratford-upon-Avon
1st May 1984	Romeo	Simon Templeman	John Caird	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
1st May 1984	Juliet	Amanda Root	John Caird	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
5th July 1998	Ophelia’s Lady	Jenifer Armitage	Matthew Warchus	Royal Shakespeare Company	Brooklyn Academy of Music Opera House, New York, USA
5th July 1998	Ophelia	Derbhle Crotty	Matthew Warchus	Royal Shakespeare Company	Brooklyn Academy of Music Opera House, New York, USA
5th July 1998	Hamlet	Alex Jennings	Matthew Warchus	Royal Shakespeare Company	Brooklyn Academy of Music Opera House, New York, USA
25th October 2008	Juliet’s Nurse	Julie Legrand	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
1997	Romeo	Joe Shaw	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
1997	Juliet	Emily Joyce	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
12th February 1970	Horatio, friend to Hamlet	Peter Jobin	Peter Dews	unknown production company	Birmingham Repertory Theatre
12th February 1970	The Ghost of Hamlet’s Father	Tim Fearon	Peter Dews	unknown production company	Birmingham Repertory Theatre
12th February 1970	Hamlet, son to the late and nephew to the present King	Alec McCowen	Peter Dews	unknown production company	Birmingham Repertory Theatre
12th February 1970	Gertrude, Queen of Denmark, mother to Hamlet	Mary Wimbush	Peter Dews	unknown production company	Birmingham Repertory Theatre
12th February 1970	Ophelia, daughter to Polonius	Anna Massey	Peter Dews	unknown production company	Birmingham Repertory Theatre
30th June 1994	Ophelia	Jacqueline McKenzie	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th June 1994	Hamlet	Richard Roxburgh	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
12th October 1987	Ophelia	Tessa Peake-Jones	Roger Michell	Royal Shakespeare Company	Tour
12th October 1987	Hamlet	Philip Franks	Roger Michell	Royal Shakespeare Company	Tour
25th October 2008	Juliet’s Nurse	Julie Legrand	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
2nd July 1980	Ophelia	Carol Royle	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2nd July 1980	Old Hamlet’s Ghost	Raymond Westwell	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2nd July 1980	Hamlet	Michael Pennington	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th June 1992	Romeo	Michael Maloney	David Leveaux	Royal Shakespeare Company	Barbican Theatre, London
24th June 1992	Juliet	Clare Holman	David Leveaux	Royal Shakespeare Company	Barbican Theatre, London
10th October 1983	Romeo	Daniel Day-Lewis	John Caird	Royal Shakespeare Company	Tour
10th October 1983	Juliet	Amanda Root	John Caird	Royal Shakespeare Company	Tour
5th November 1985	Ophelia	Deborah Poplett	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
5th November 1985	Hamlet	Tim McInnerny	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
6th May 2006	Ophelia	Roshina Ratnam	Janet Suzman	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon
6th May 2006	Dialogue Coach (Hamlet)	Lesley Manim	Janet Suzman	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon
6th May 2006	Hamlet	Vaneshran Arumugam	Janet Suzman	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
4th February 1976	Ophelia	Yvonne Nicholson	Buzz Goodbody	Royal Shakespeare Company	The Roundhouse, London
4th February 1976	Hamlet	Ben Kingsley	Buzz Goodbody	Royal Shakespeare Company	The Roundhouse, London
5th November 1985	Ophelia	Deborah Poplett	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
5th November 1985	Hamlet	Tim McInnerny	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
11th December 2004	Ophelia	Meg Fraser	Michael Boyd	Royal Shakespeare Company	Noel Coward Theatre, London
11th December 2004	Hamlet	Toby Stephens	Michael Boyd	Royal Shakespeare Company	Noel Coward Theatre, London
11th December 2004	Ghost of Old Hamlet	Greg Hicks	Michael Boyd	Royal Shakespeare Company	Noel Coward Theatre, London
7th March 1992	Romeo	Michael Maloney	David Leveaux	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
7th March 1992	Juliet	Clare Holman	David Leveaux	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
16th April 1985	Ophelia	Frances Barber	Ron Daniels	Royal Shakespeare Company	Barbican Theatre, London
16th April 1985	Hamlet	Roger Rees	Ron Daniels	Royal Shakespeare Company	Barbican Theatre, London
4th December 1975	Claudius; Ghost of Hamlet’s Father	Denis Quilley	Peter Hall	National Theatre	Old Vic, London
4th December 1975	Ophelia	Susan Fleetwood	Peter Hall	National Theatre	Old Vic, London
4th December 1975	Hamlet	Albert Finney	Peter Hall	National Theatre	Old Vic, London
19th April 1969	Horatio, friend to Hamlet	Keith Drinkel	Peter Dews	unknown production company	Birmingham Repertory Theatre
19th April 1969	The Ghost of Hamlet’s Father	Tim Fearon	Peter Dews	unknown production company	Birmingham Repertory Theatre
19th April 1969	Hamlet, son to the late and nephew to the present King	Richard Chamberlain	Peter Dews	unknown production company	Birmingham Repertory Theatre
19th April 1969	Gertrude, Queen of Denmark, mother to Hamlet	Linda Polan	Peter Dews	unknown production company	Birmingham Repertory Theatre
19th April 1969	Ophelia, daughter to Polonius	Gemma Jones	Peter Dews	unknown production company	Birmingham Repertory Theatre
1991	Romeo	Clarence Smith	Andrew Hay	unknown production company	Bristol Old Vic
1991	Juliet	Geraldine Somerville	Andrew Hay	unknown production company	Bristol Old Vic
18th September 1993	Ophelia	Hilary Lyon	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
18th September 1993	Hamlet	Alan Cumming	Stephen Unwin	English Touring Theatre	Lyceum Theatre, Crewe
22nd April 1910	Ophelia	Marie Lohr	director unknown	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
22nd April 1910	Hamlet	Herbert Beerbohm Tree	director unknown	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
9th October 1981	Romeo	Anton Lesser	Ron Daniels	Royal Shakespeare Company	Aldwych Theatre, London
9th October 1981	Juliet	Judy Buxton	Ron Daniels	Royal Shakespeare Company	Aldwych Theatre, London
6th November 2004	Ophelia	Meg Fraser	Michael Boyd	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
6th November 2004	Hamlet	Toby Stephens	Michael Boyd	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
6th November 2004	Ghost of Old Hamlet	Greg Hicks	Michael Boyd	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
1969	Ophelia	Marianne Faithfull	Tony Richardson	unknown production company	The Roundhouse, London
1969	Hamlet	Nicol Williamson	Tony Richardson	unknown production company	The Roundhouse, London
18th February 1985	Ophelia	Frances Barber	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
18th February 1985	Hamlet	Roger Rees	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
18th March 1993	Ophelia	Joanne Pearce	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
18th March 1993	Hamlet	Kenneth Branagh	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
23rd February 1981	Romeo	Anton Lesser	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
23rd February 1981	Juliet	Judy Buxton	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
23rd November 1832	Ghost of Hamlet’s Father	C Hill	director unknown	unknown production company	Surrey Theatre
23rd November 1832	Hamlet	Mr Rumball	director unknown	unknown production company	Surrey Theatre
23rd November 1832	Ophelia	Miss Vincent	director unknown	unknown production company	Surrey Theatre
1995	Ophelia	Tara Fitzgerald	Jonathan Kent	Almeida Theatre Company	Hackney Empire
1995	Hamlet	Ralph Fiennes	Jonathan Kent	Almeida Theatre Company	Hackney Empire
16th October 2004	Ophelia	Meg Fraser	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
16th October 2004	Hamlet	Toby Stephens	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
16th October 2004	Ghost of Old Hamlet	Greg Hicks	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1991	Romeo	Michael Maloney	David Leveaux	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1991	Juliet	Clare Holman	David Leveaux	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1996	Juliet	Michelle Hardwick	director unknown	Northern Broadsides	UK Tour
1995	Ophelia	Joanne Wootton	Simon Usher	Belgrade Theatre Co.	Belgrade Theatre, Coventry
1995	Hamlet	Adrian Scarborough	Simon Usher	Belgrade Theatre Co.	Belgrade Theatre, Coventry
11th December 2001	Ophelia	Kerry Condon	Steven Pimlott	Royal Shakespeare Company	Barbican Theatre, London
11th December 2001	Hamlet	Samuel West	Steven Pimlott	Royal Shakespeare Company	Barbican Theatre, London
1985	Ophelia	Natasha Richardson	David Thacker	unknown production company	The Young Vic, The Cut, London
1985	Hamlet	Matthew Marsh	David Thacker	unknown production company	The Young Vic, The Cut, London
4th January 1990	Romeo	Mark Rylance	Terry Hands	Royal Shakespeare Company	Pit, London
4th January 1990	Juliet	Georgia Slowe	Terry Hands	Royal Shakespeare Company	Pit, London
4th December 1975	Claudius; Ghost of Hamlet’s Father	Denis Quilley	Peter Hall	National Theatre	Old Vic, London
4th December 1975	Ophelia	Susan Fleetwood	Peter Hall	National Theatre	Old Vic, London
4th December 1975	Hamlet	Albert Finney	Peter Hall	National Theatre	Old Vic, London
1992	Ophelia	Julia Ford	Robert Sturua	unknown production company	Riverside Studios, London
1992	Hamlet	Alan Rickman	Robert Sturua	unknown production company	Riverside Studios, London
1995	Ophelia	Constance Barrie	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
1995	Hamlet	Martin Marquez	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
1985	Ophelia	Ruth Kenley	Deborah Warner	Kick Theatre Company	UK Tour
1985	Hamlet	Nicholas Jeune	Deborah Warner	Kick Theatre Company	UK Tour
10th November 2001	Ophelia	Kerry Condon	Steven Pimlott	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
10th November 2001	Hamlet	Samuel West	Steven Pimlott	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
30th June 1994	Ophelia	Jacqueline McKenzie	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th June 1994	Hamlet	Richard Roxburgh	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
11th November 1989	Romeo	Mark Rylance	Terry Hands	Royal Shakespeare Company	Tour
11th November 1989	Juliet	Georgia Slowe	Terry Hands	Royal Shakespeare Company	Tour
8th April 1975	Ophelia	Yvonne Nicholson	Buzz Goodbody	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
8th April 1975	Hamlet	Ben Kingsley	Buzz Goodbody	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
1st August 1979	Ophelia	Jane Wymark	Toby Robertson	unknown production company	Old Vic, London
1st August 1979	Hamlet	Derek Jacobi	Toby Robertson	unknown production company	Old Vic, London
30th June 1994	Ophelia	Jacqueline McKenzie	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th June 1994	Hamlet	Richard Roxburgh	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
18th December 1992	Ophelia	Joanne Pearce	Adrian Noble	Royal Shakespeare Company	Barbican Theatre, London
18th December 1992	Hamlet	Kenneth Branagh	Adrian Noble	Royal Shakespeare Company	Barbican Theatre, London
1974	Ophelia	Nicola Pagett	Jonathan Miller	unknown production company	Greenwich Theatre, London
1974	Hamlet	Peter Eyre	Jonathan Miller	unknown production company	Greenwich Theatre, London
1980	Ophelia	Harriet Walter	Richard Eyre	unknown production company	Royal Court Theatre
1980	Hamlet	Jonathan Pryce	Richard Eyre	unknown production company	Royal Court Theatre
5th April 1989	Romeo	Mark Rylance	Terry Hands	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon
