20th November 2004	Lear’s Fool	John Normington	Bill Alexander	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
20th November 2004	Knight to Lear	Jack Whitam	Bill Alexander	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
16th November 1999	Macbeth’s Servant	Glenn Chapman	Gregory Doran	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon
14th October 2004	Lear’s Fool	John Normington	Bill Alexander	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
14th October 2004	Knight to Lear	Jack Whitam	Bill Alexander	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
8th July 1942	Lennox; Servant to Macbeth	Alan Badel	John Gielgud	unknown production company	Piccadilly Theatre, London
2001	Lear’s Fool	Anthony O Donnell	Jonathan Kent	unknown production company	Almeida Theatre, London, Islington
9th August 1998	Macbeth/Weird Sister	Peter Mimmack	Donald Sumpter	Heartbreak Productions	UK Tour
9th August 1998	Lady Macbeth/Weird Sister/Messenger	Maddy Kerr	Donald Sumpter	Heartbreak Productions	UK Tour
7th November 1972	Banquo; T/O Macbeth	Denis Quilley	Michael Blakemore	National Theatre	Old Vic, London
7th November 1972	T/O Macbeth’s servant	James Smith	Michael Blakemore	National Theatre	Old Vic, London
7th November 1972	Macbeth’s Soldier; T/O Third Murderer; T/O Old Man	David Bradley	Michael Blakemore	National Theatre	Old Vic, London
7th November 1972	Sergeant; T/O Banquo; T/O Macbeth	John Shrapnel	Michael Blakemore	National Theatre	Old Vic, London
7th November 1972	Macbeth’s Soldier	Richard Howard	Michael Blakemore	National Theatre	Old Vic, London
1957	The Fool	Paul Daneman	Douglas Seale	unknown production company	Old Vic, London
1937	Servant to Macbeth	Frank Seton	Michel St Denis	unknown production company	Old Vic, London
1955	Page to Lear	Sonia Fraser	John Moody	unknown production company	Bristol Old Vic
1988	Ariel; Ceres	Steven Mackintosh	Peter Hall	National Theatre	Cottesloe Theatre, National Theatre
1995	Prospero/Ariel Voice	Gerrard McArthur	Silviu Purcarete	Nottingham Playhouse and Theatr Clwyd	Clwyd Theatr Cymru, Mold
1951	t/o King Lear	John Colicos	Hugh Hunt	unknown production company	Old Vic, London
1974	Extra; U/S Ariel	Stephen Williams	Peter Hall	unknown production company	Old Vic, London
24th September 1946	The Fool	Alec Guinness	Laurence Olivier	Old Vic Co.	New Theatre, London
1997	Lear’s Gentleman	Martin Chamberlain	Richard Eyre	National Theatre	Cottesloe Theatre, National Theatre
1997	Lear’s Fool	Michael Bryant	Richard Eyre	National Theatre	Cottesloe Theatre, National Theatre
1987	The Fool	Luis Oropeza	Edward Hastings	American Conservatory Theatre	American Conservatory Theatre, San Franciso
1995	Prospero/Ariel Voice	Gerrard McArthur	Silviu Purcarete	Nottingham Playhouse and Theatr Clwyd	Clwyd Theatr Cymru, Mold
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
31st July 1911	Ariel as Sea Nymph	Mary Grey	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th November 2007	Lear, King of Britain	David Knight	director unknown	Headgate Theatre Productions	Headgate Theatre, Colchester
3rd December 1986	Lear’s Fool	Roshan Seth	David Hare	National Theatre	Olivier Theatre, National Theatre
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
17th December 1988	Lady Macbeth/Witch	Frances Barber	Braham Murray	Royal Exchange Theatre	Royal Exchange Theatre, Manchester
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
21st June 2007	Lear’s Fool	Sylvester McCoy	Trevor Nunn	Royal Shakespeare Company	Courtyard Theatre, Stratford-upon-Avon
1977	Lady Macbeth/ Witch	Angelique Rockas	David Smith	The Company	Tramshed
14th April 1987	Third Witch; Lady Macbeth	Decima Francis	Peter Gill	National Theatre	Cottesloe Theatre, National Theatre
1922	The Fool	Andrew Leigh	Robert Atkins	Old Vic	Old Vic, London
1959	Singer: Ariel	Mary Thomas	Douglas Seale	unknown production company	Old Vic, London
1988	Ariel; Ceres	Steven Mackintosh	Peter Hall	National Theatre	Cottesloe Theatre, National Theatre
