actor_name	formatted_bday	actor_gender	ethnicity	age_is_est	birthday_data_source_link	bday_data_source	is_actor	photo_url	ethnic_cat
Irene Worth	1916-06-23T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Irene-worth-trailer.jpg/220px-Irene-worth-trailer.jpg	none
Olivia De Havilland	1916-07-01T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Olivia_DeHavilland-2.JPG/220px-Olivia_DeHavilland-2.JPG	Guernsey,Guernsey
John Slater	1916-08-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/3/3c/Actor_John_Slater.jpg	none
Paul Rogers	1917-03-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/db/Paul_Rogers-Keith_Baxter_in_Sleuth.jpg/220px-Paul_Rogers-Keith_Baxter_in_Sleuth.jpg	none
Hazel Terry	1918-01-23T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Laurence Payne	1919-06-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Uta Hagen	1919-06-12T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/55/Robeson_Hagen_Othello.jpg/200px-Robeson_Hagen_Othello.jpg	none
Sam Wanamaker	1919-06-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Sam_Wanamaker_-_1961.jpg/220px-Sam_Wanamaker_-_1961.jpg	Ukrainian-Jewish
Michael Higgins	1920-01-20T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Leo McKern	1920-03-16T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0a/McKernRyansDaughter.png/220px-McKernRyansDaughter.png	none
William Hutt	1920-05-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/8/84/William_Hutt.jpg	none
David Peel	1920-06-19T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Michael Aldridge	1920-09-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/2/2c/Seymour6519.jpg/220px-Seymour6519.jpg	none
Patricia Jessel	1920-10-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/6/68/Actor_Patricia_Jessel.jpg	none
Douglas Watson	1921-02-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/72/Douglass_Watson_circa_1950s.JPG/220px-Douglass_Watson_circa_1950s.JPG	none
Simone Signoret	1921-03-25T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/6/6e/Simone_signoret_photo.jpg/220px-Simone_signoret_photo.jpg	Polish-Jewish
Peter Ustinov	1921-04-16T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Sir_Peter_Ustinov_4_Allan_Warren.jpg/220px-Sir_Peter_Ustinov_4_Allan_Warren.jpg	Ethiopian,French,German,Italian,Polish-Jewish,Russian,Swiss
Sydney Walker	1921-05-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Paul Scofield	1922-01-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Paul_Scofield_Allan_Warren.jpg/220px-Paul_Scofield_Allan_Warren.jpg	none
Margaret Leighton	1922-02-26T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Margaret_Leighton_1959.JPG/220px-Margaret_Leighton_1959.JPG	none
Douglas Campbell	1922-06-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		Scottish
Brewster Mason	1922-08-30T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Roy Dotrice	1923-05-26T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Roy_Dotrice.jpg/220px-Roy_Dotrice.jpg	none
Margaret Phillips	1923-07-06T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Simone Valère	1923-08-02T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Moira Lister	1923-08-06T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Moira_Lister_2_Allan_Warren.jpg/220px-Moira_Lister_2_Allan_Warren.jpg	British
Alan Badel	1923-09-11T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/7/7a/Alan_Badel.jpg/220px-Alan_Badel.jpg	none
Donald Sinden	1923-10-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Donald_Sinden_press_photo.JPG/220px-Donald_Sinden_press_photo.JPG	none
Colleen Dewhurst	1924-06-03T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/84/Colleen_Dewhurst.JPG/220px-Colleen_Dewhurst.JPG	none
Hal Holbrook	1925-02-17T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Hal_Holbrook_Our_Town_1977_%28cropped%29.jpg/200px-Hal_Holbrook_Our_Town_1977_%28cropped%29.jpg	none
John Neville	1925-05-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/3d/John_Neville_Hamlet_1959.JPG/250px-John_Neville_Hamlet_1959.JPG	none
Paul Daneman	1925-10-29T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Richard Burton	1925-11-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Richard_Burton_-_The_Robe.jpg/220px-Richard_Burton_-_The_Robe.jpg	none
Nancy Wickwire	1925-11-20T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Warren Mitchell	1926-01-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Warren_Mitchell.jpg/220px-Warren_Mitchell.jpg	Russian-Jewish
Fritz Weaver	1926-01-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/3/35/Actor_Fritz_Weaver.jpg/220px-Actor_Fritz_Weaver.jpg	Italian,Italian
Frank Finlay	1926-08-06T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/b/b7/Frank_Finlay.jpg/150px-Frank_Finlay.jpg	none
Lee Richardson	1926-09-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Keith Michell	1926-12-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Keith_Michell_colour_Allan_Warren.jpg/225px-Keith_Michell_colour_Allan_Warren.jpg	none
June Brown	1927-02-16T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0a/June_Brown_%282009%29.jpg/220px-June_Brown_%282009%29.jpg	Irish,Scottish,Jewish,Algerian,Italian,Italian
Frances Hyland	1927-04-25T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Tom Fleming	1927-06-29T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Nan Martin	1927-07-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Pat_Hingle_Nan_Martin_The_Twilight_Zone.JPG/220px-Pat_Hingle_Nan_Martin_The_Twilight_Zone.JPG	none
Richard Johnson	1927-07-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Richard_Johnson_%28actor%29.jpg/240px-Richard_Johnson_%28actor%29.jpg	none
Rosemary Harris	1927-09-19T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Rosemary_Harris_Spiderman_2007_Shankbone.jpg/220px-Rosemary_Harris_Spiderman_2007_Shankbone.jpg	Romanian
George C. Scott	1927-10-18T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/07/George_C._Scott_-_publicity.JPG/220px-George_C._Scott_-_publicity.JPG	none
Denis Quilley	1927-12-26T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Mitchell Ryan	1928-01-11T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Mitchell_Ryan_1973.JPG/220px-Mitchell_Ryan_1973.JPG	none
Peter Donat	1928-01-20T00:00:00	male	none	FALSE		Wikipedia	TRUE		English
Donald Davis	1928-02-26T00:00:00	male	none	FALSE		Wikipedia	TRUE		British
Joss Ackland	1928-02-29T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Daphne Slater	1928-03-03T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Douglas Rain	1928-03-13T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Elsie Mackay	1928-03-13T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Nothing_But_the_Truth_%281920%29_-_1.jpg/220px-Nothing_But_the_Truth_%281920%29_-_1.jpg	none
Dilys Hamlett	1928-03-31T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Michael Bryant	1928-04-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Eric Porter	1928-04-08T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Bruno Gerussi	1928-05-07T00:00:00	male	none	FALSE		Wikipedia	TRUE		Italian,Italian
Pernell Roberts	1928-05-18T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/24/Pernell_Roberts_Bonanza_1959.jpg/220px-Pernell_Roberts_Bonanza_1959.jpg	none
Ian Bannen	1928-06-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ian_Bannen_1966.jpg/220px-Ian_Bannen_1966.jpg	none
Emrys James	1928-09-01T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Laurence Harvey	1928-10-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Laurence_Harvey_Allan_Warren_%28cropped%29.jpg/220px-Laurence_Harvey_Allan_Warren_%28cropped%29.jpg	Lithuanian-Jewish
John Colicos	1928-12-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/6/6f/John_Colicos.jpg	Greek,Greek
Norman Rodway	1929-02-07T00:00:00	male	none	FALSE		Wikipedia	TRUE		English
Nigel Hawthorne	1929-04-05T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/4/4b/Nigel_Hawthorne_photo.jpg	none
Max Von Sydow	1929-04-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Max_von_Sydow_Cannes_2016.jpg/220px-Max_von_Sydow_Cannes_2016.jpg	German,Swedish,German
Thelma Barlow	1929-06-19T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Vivien Merchant	1929-07-22T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/3/38/Vivien_Merchant.png	none
Elizabeth Spriggs	1929-09-18T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Christopher Plummer	1929-12-13T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Christopher_Plummer_2014.jpg/220px-Christopher_Plummer_2014.jpg	British,English,Scottish
Dorothy Tutin	1930-04-08T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/7/70/DorothyTutin1982.jpg	none
Tony Church	1930-05-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Ellis Rabb	1930-06-20T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Barbara Jefford	1930-07-26T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Paul Soles	1930-08-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Glynn Edwards	1931-02-02T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Claire Bloom	1931-02-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Claire_Bloom_-_Karamazov-1.jpg/220px-Claire_Bloom_-_Karamazov-1.jpg	German-Jewish,Russian-Jewish
Robert Stephens	1931-07-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/b/be/Robert_Stephens.jpg/180px-Robert_Stephens.jpg	none
Ian Holm	1931-09-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Ian_Holm.jpg/225px-Ian_Holm.jpg	Scottish
Barrie Ingham	1932-02-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/80/8409Barrie.jpg/220px-8409Barrie.jpg	none
Geraldine Mcewan	1932-05-09T00:00:00	female	none	FALSE		Wikipedia	TRUE		Irish
Alan Dobie	1932-06-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/e/ea/Dobiecribb.jpg	none
Peter Seamus O'Toole	1932-08-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Peter_O%27Toole_--_LOA_trailer.jpg/220px-Peter_O%27Toole_--_LOA_trailer.jpg	Irish,Scottish,Scottish
Peter O'Toole	1932-08-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Peter_O%27Toole_--_LOA_trailer.jpg/220px-Peter_O%27Toole_--_LOA_trailer.jpg	Irish,Scottish,Scottish
Mary Ure	1933-02-18T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/0/04/MaryUre.jpg/220px-MaryUre.jpg	none
Joyce Ebert	1933-06-26T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Zoe Caldwell	1933-09-14T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Jeremy Brett	1933-11-03T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/4/4f/Jeremy_Brett_as_Sherlock_Holmes.jpg/220px-Jeremy_Brett_as_Sherlock_Holmes.jpg	none
Donald Madden	1933-11-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		Irish
Richard Briers	1934-01-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Richard_Briers_Memorabilia_March_2009_crop.jpg/220px-Richard_Briers_Memorabilia_March_2009_crop.jpg	none
Alan Bates	1934-02-17T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/10/Alan_Bates.jpg/220px-Alan_Bates.jpg	none
Zena Walker	1934-03-07T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Richard Chamberlain	1934-03-31T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/53/Richard_Chamberlain_DF-ST-83-03559.jpg/220px-Richard_Chamberlain_DF-ST-83-03559.jpg	none
Ian Richardson	1934-04-07T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/5/56/Francis_Urquhart.jpg/220px-Francis_Urquhart.jpg	none
Eileen Atkins	1934-06-16T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Timothy West	1934-10-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/23/Timothy_West_in_2010.JPG/220px-Timothy_West_in_2010.JPG	none
Judi Dench	1934-12-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Judi_Dench_at_the_BAFTAs_2007.jpg/220px-Judi_Dench_at_the_BAFTAs_2007.jpg	Irish
Maggie Smith	1934-12-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/1/19/Dame_Maggie_Smith-cropped.jpg	Scottish
Ian Lake	1983-01-01T00:00:00	male	none	TRUE		http://www.cjnews.com/culture/entertainment/arts/vancouver-born-ian-lake-brings-youthful-approach-macbeth	TRUE		none
Brian Bedford	1935-02-16T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/9/91/Brian_Bedford_Theater_Mania_2011.png/220px-Brian_Bedford_Theater_Mania_2011.png	Irish
Julian Glover	1935-03-27T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Julian_Glover_2014_%28cropped%29.jpg/220px-Julian_Glover_2014_%28cropped%29.jpg	none
Ewan Hooper	1935-10-23T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Barbara Leigh Hunt	1935-12-14T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Philip Voss	1936-01-01T00:00:00	male	none	TRUE		Wikipedia	TRUE		none
Nyree Dawn Porter	1936-01-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Glenda Jackson	1936-05-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/2/2c/Glenda_Jackson.JPG	none
Albert Finney	1936-05-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Albert_Finney_1966.jpg/220px-Albert_Finney_1966.jpg	none
Anthony Zerbe	1936-05-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/60/Anthony-zerbe-trailer.jpg/220px-Anthony-zerbe-trailer.jpg	none
John Stride	1936-07-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Nicol Williamson	1936-09-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/1/1d/Nicol_Williamson.jpg/220px-Nicol_Williamson.jpg	none
Bill Wallis	1936-11-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/7/71/Bill_Wallis_Actor.jpg/150px-Bill_Wallis_Actor.jpg	none
Vanessa Redgrave	1937-01-30T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/26/Vanessa_Redgrave_Cannes_2016.jpg/220px-Vanessa_Redgrave_Cannes_2016.jpg	English
Tom Courtenay	1937-02-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Tom_Courtenay_Berlin_2015.jpg/220px-Tom_Courtenay_Berlin_2015.jpg	none
Julienne Marie	1937-03-21T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Edward Fox	1937-04-13T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Edward_Fox_2011.jpg/220px-Edward_Fox_2011.jpg	none
Ian Hogg	1937-08-01T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Alan Howard	1937-08-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Dustin Hoffman	1937-08-08T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Dustin_Hoffman_-_1968.jpg/220px-Dustin_Hoffman_-_1968.jpg	Jewish,Romanian-Jewish,Ukrainian-Jewish
Anna Massey	1937-08-11T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Anna_Massey_Bunny_Lake_is_Missing.jpg/220px-Anna_Massey_Bunny_Lake_is_Missing.jpg	none
Brian Murray	1937-09-10T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Ron Leibman	1937-10-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Gawn Grainger	1937-10-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fd/British_actors_David_Calder_and_Gawn_Grainger_PB030058.JPG/220px-British_actors_David_Calder_and_Gawn_Grainger_PB030058.JPG	none
Anthony Hopkins	1937-12-31T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/47/AnthonyHopkins10TIFF.jpg/220px-AnthonyHopkins10TIFF.jpg	English
Frank Langella	1938-01-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/30/Frank_Langella_Deauville_2012.jpg/200px-Frank_Langella_Deauville_2012.jpg	Italian,Italian
Martha Henry	1938-02-17T00:00:00	female	none	FALSE		Wikipedia	TRUE		American
Paula Prentiss	1938-03-04T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/98/Paula_Prentiss_As_You_Like_It_1963.JPG/200px-Paula_Prentiss_As_You_Like_It_1963.JPG	Sicilian,Italian
Diana Rigg	1938-07-20T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Diana_Rigg_1973.jpg/220px-Diana_Rigg_1973.jpg	none
David Canary	1938-08-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/ad/David_Canary_1967.jpg/220px-David_Canary_1967.jpg	none
Derek Jacobi	1938-10-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Derek_Jacobi_2013.jpg/220px-Derek_Jacobi_2013.jpg	French,French,Huguenot,German,German
Nicholas Pennell	1938-11-19T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Jackie Burroughs	1939-02-02T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/4/4a/Jackie_Burroughs.jpg	English
Linda Marsh	1939-02-08T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Janet Suzman	1939-02-09T00:00:00	female	none	FALSE		Wikipedia	TRUE		Lithuanian-Jewish,Lithuanian-Jewish
Kathleen Widdoes	1939-03-21T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Ian McKellen	1939-05-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/15/SDCC13_-_Ian_McKellen.jpg/220px-SDCC13_-_Ian_McKellen.jpg	Scottish,Ulster-Scottish
Corin Redgrave	1939-07-16T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/85/Corin_Redgrave_reading_Poems_from_Guant%C3%A1namo.jpg/220px-Corin_Redgrave_reading_Poems_from_Guant%C3%A1namo.jpg	English
Oliver Ford Davies	1939-08-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/21/Oliver_Ford_Davies.jpg/220px-Oliver_Ford_Davies.jpg	none
Carole Shelley	1939-08-16T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/22/Art_Carney_Felix_Ungar_The_Odd_Couple_Broadway_1965.JPG/220px-Art_Carney_Felix_Ungar_The_Odd_Couple_Broadway_1965.JPG	none
Len Cariou	1939-09-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/83/Len_Cariou_at_PaleyFest_2014.jpg/220px-Len_Cariou_at_PaleyFest_2014.jpg	Breton
F Murray Abraham	1939-10-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dc/F_Murray.Abraham_cropped.jpg/220px-F_Murray.Abraham_cropped.jpg	Italian,Syrian-Assyrian,Syrian,Italian,Assyrian
F. Murray Abraham	1939-10-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dc/F_Murray.Abraham_cropped.jpg/220px-F_Murray.Abraham_cropped.jpg	Italian,Syrian-Assyrian,Syrian,Italian,Assyrian
Kika Markham	1940-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Kika_Markham.jpg/220px-Kika_Markham.jpg	none
Estelle Kohler	1940-03-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Al Pacino	1940-04-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/98/Al_Pacino.jpg/220px-Al_Pacino.jpg	Italian,Italian,Sicilian,Italian
Michael Gambon	1940-10-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Michael_Gambon_cropped.jpg/220px-Michael_Gambon_cropped.jpg	Irish
Dakin Matthews	1940-11-07T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Sam Waterston	1940-11-15T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sam_Waterston_at_PaleyFest_2013.jpg/220px-Sam_Waterston_at_PaleyFest_2013.jpg	English,Scottish
Barry Otto	1941-07-01T00:00:00	male	none	TRUE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Barry_Otto.jpg/220px-Barry_Otto.jpg	none
Michael Moriarty	1941-04-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		Irish
Hannah Gordon	1941-04-09T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Stacy Keach	1941-06-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/52/StacyKeachMay07.jpg/220px-StacyKeachMay07.jpg	American
Roberta Maxwell	1941-06-17T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
David Warner	1941-07-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1d/David_Warner_%28Actor%29_Rory_Lewis_Photographer.jpg/220px-David_Warner_%28Actor%29_Rory_Lewis_Photographer.jpg	Russian-Jewish
Pamela Payton-Wright	1941-11-01T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Peter Eyre	1942-03-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Kenneth Welsh	1942-03-30T00:00:00	male	none	FALSE		Wikipedia	TRUE		British
John Shrapnel	1942-04-27T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
John Kani	1942-08-30T00:00:00	male	Black	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/13/John_Kani.jpg/220px-John_Kani.jpg	none
Lynn Farleigh	1942-12-03T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Gemma Jones	1942-12-04T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/79/Gemma_Jones_cropped.jpg/220px-Gemma_Jones_cropped.jpg	Welsh
