7th October 2010	Hamlet	Rory Kinnear	Nicholas Hytner	unknown production company	Olivier Theatre, National Theatre
1930	Ophelia	Adele Dixon	Harcourt Williams	Old Vic Co.	Old Vic, London
1930	Hamlet	John Gielgud	Harcourt Williams	Old Vic Co.	Old Vic, London
16th April 1898	Ophelia	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
16th April 1898	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
11th December 2001	Ophelia	Kerry Condon	Steven Pimlott	Royal Shakespeare Company	Barbican Theatre, London
11th December 2001	Hamlet	Samuel West	Steven Pimlott	Royal Shakespeare Company	Barbican Theatre, London
1992	Ophelia	Julia Ford	Robert Sturua	unknown production company	Riverside Studios, London
1992	Hamlet	Alan Rickman	Robert Sturua	unknown production company	Riverside Studios, London
1995	Ophelia	Tara Fitzgerald	Jonathan Kent	Almeida Theatre Company	Hackney Empire
1995	Hamlet	Ralph Fiennes	Jonathan Kent	Almeida Theatre Company	Hackney Empire
1953	Ophelia	Claire Bloom	Michael Benthall	unknown production company	Old Vic, London
1953	Hamlet	Richard Burton	Michael Benthall	unknown production company	Old Vic, London
20th April 1929	Ophelia	Joyce Bland	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
20th April 1929	Hamlet	George Hayes	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
23rd October 2010	Ophelia	Michelle Dockery	Paul Miller	unknown production company	Crucible Theatre, Sheffield
23rd October 2010	Hamlet	John Simm	Paul Miller	unknown production company	Crucible Theatre, Sheffield
1988	Ophelia	Sophie Thompson	Derek Jacobi	Renaissance Theatre Company	Birmingham Repertory Theatre
1988	Hamlet	Kenneth Branagh	Derek Jacobi	Renaissance Theatre Company	Birmingham Repertory Theatre
10th November 2001	Ophelia	Kerry Condon	Steven Pimlott	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
10th November 2001	Hamlet	Samuel West	Steven Pimlott	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
25th September 2010	Ophelia	Helen Clapp	Tanith Lindon	Recognition Theatre	Brockley Jack Theatre
1st August 1979	Ophelia	Jane Wymark	Toby Robertson	unknown production company	Old Vic, London
1st August 1979	Hamlet	Derek Jacobi	Toby Robertson	unknown production company	Old Vic, London
19th July 1927	Ophelia	Lydia Sherwood	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
19th July 1927	Hamlet	John Laurie	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th April 1940	Ophelia	Peggy Bryan	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th April 1940	Hamlet	Basil Langton	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
4th December 1975	Ophelia	Susan Fleetwood	Peter Hall	National Theatre	Old Vic, London
4th December 1975	Hamlet	Albert Finney	Peter Hall	National Theatre	Old Vic, London
22nd October 1963	Ophelia	Rosemary Harris	Laurence Olivier	National Theatre	Old Vic, London
22nd October 1963	Hamlet	Peter O Toole	Laurence Olivier	National Theatre	Old Vic, London
1995	Ophelia	Joanne Wootton	Simon Usher	Belgrade Theatre Co.	Belgrade Theatre, Coventry
1995	Hamlet	Adrian Scarborough	Simon Usher	Belgrade Theatre Co.	Belgrade Theatre, Coventry
5th November 1985	Ophelia	Deborah Poplett	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
5th November 1985	Hamlet	Tim McInnerny	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
21st April 1927	Ophelia	Lydia Sherwood	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1927	Hamlet	John Laurie	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
8th April 1975	Ophelia	Yvonne Nicholson	Buzz Goodbody	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
8th April 1975	Hamlet	Ben Kingsley	Buzz Goodbody	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
28th June 1939	Ophelia	Fay Compton	John Gielgud	unknown production company	Lyceum Theatre, London
28th June 1939	Hamlet	John Gielgud	John Gielgud	unknown production company	Lyceum Theatre, London
1949	Ophelia	Yvonne Mitchell	Hugh Hunt	Old Vic Company	New Theatre, London
1949	Hamlet	Michael Redgrave	Hugh Hunt	Old Vic Company	New Theatre, London
1995	Ophelia	Constance Barrie	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
1995	Hamlet	Martin Marquez	Antony Tuckey	unknown production company	Wolsey Theatre, Ipswich
1974	Ophelia	Nicola Pagett	Jonathan Miller	unknown production company	Greenwich Theatre, London
1974	Hamlet	Peter Eyre	Jonathan Miller	unknown production company	Greenwich Theatre, London
5th November 1985	Ophelia	Deborah Poplett	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
5th November 1985	Hamlet	Tim McInnerny	Cicely Berry	National Theatre	Dacorum College, Hemel Hempstead
23rd April 1948	Ophelia	Claire Bloom	Michael Benthall	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
23rd April 1948	Hamlet	Paul Scofield	Michael Benthall	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th April 1924	Ophelia	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th April 1924	Hamlet	Arthur Phillips	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th April 1896	Ophelia	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th April 1896	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2nd June 1937	Ophelia	Vivien Leigh	Tyrone Guthrie	Old Vic Co.	Kronborg Castle, Elsinore, Denmark
2nd June 1937	Hamlet	Laurence Olivier	Tyrone Guthrie	Old Vic Co.	Kronborg Castle, Elsinore, Denmark
27th July 1928	Ophelia	Mary Holder	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th July 1928	Hamlet	George Hayes	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
13th May 1926	Ophelia	Gwen Ffrangcon-Davies	director unknown	Birmingham Repertory Co.	Royal Court Theatre, London
13th May 1926	Hamlet	Colin Keith-Johnston	director unknown	Birmingham Repertory Co.	Royal Court Theatre, London
4th December 1997	Ophelia	Derbhle Crotty	Matthew Warchus	Royal Shakespeare Company	Barbican Theatre, London
