no birthday on article	2nd May 1977	Fool	Michael Williams	Director:Trevor Nunn	unknown age
14 June 1949	28th June 1982	Fool	Antony Sher	Director:Adrian Noble	33
26 May 1925	9th May 1963	Fool	Alec McCowen	Director:Peter Brook	37
18 January 1936	unknown opening	Fool	Tim Barlow	Director:Jan Sargent	unknown age
no birthday on article	1st December 1988	Fool	Patrick Miller	Director:Cicely Berry	unknown age
25 May 1982	17th August 2008	Fool	Danny Lee Wynter	Director:Dominic Dromgoole	26
no birthday on article	26th August 2010	Fool	Kathryn Hunter	Director:David Farr	unknown age
26 May 1925	6th November 1962	Fool	Alec McCowen	Director:Peter Brook	37
October 12, 1960	3rd December 1999	Fool	Hiroyuki Sanada	Director:Yukio Ninagawa	39
3 August 1972	30th March 1937	Fool	Andrew Leigh	Director:Theodore Komisarjevsky	-36
person not found on wiki	24th April 1890	Fool	Georgie Whyte	Director:Osmond Tearle	None
7 September 1966	unknown opening	Fool	Toby Jones	Director:Jude Kelly	unknown age
person not found on wiki	8th May 1906	Fool	George R Weir	Director:F R Benson	None
16 March 1920	unknown opening	Fool	Leo McKern	Director:Hugh Hunt	unknown age
no birthday on article	10th April 1968	Fool	Michael Williams	Director:Trevor Nunn	unknown age
14 July 1921	13th April 1931	Fool	Geoffrey Wilkinson	Director:W Bridges-Adams	9
15 August 1946	29th September 2013	Fool	Tony Robinson	Director:unknown	67
24 January 1977	15th March 1983	Fool	Ian Talbot	Director:Adrian Noble	6
26 May 1925	6th June 1964	Fool	Alec McCowen	Director:Peter Brook	39
14 July 1921	3rd May 1932	Fool	Geoffrey Wilkinson	Director:W Bridges-Adams	10
14 July 1921	2nd July 1932	Fool	Geoffrey Wilkinson	Director:W Bridges-Adams	10
person not found on wiki	25th April 1904	Fool	George R Weir	Director:F R Benson	None
no birthday on article	26th February 1994	Fool	Ian Hughes	Director:Adrian Noble	unknown age
October 12, 1960	28th October 1999	Fool	Hiroyuki Sanada	Director:Yukio Ninagawa	39
26 January 1979	12th October 2002	Fool	Edward Hogg	Director:Declan Donnellan	23
no birthday on article	unknown opening	Fool	Edward Petherbridge	Director:unknown	unknown age
2 June 1932	unknown opening	Fool	Alan Dobie	Director:John Moody	unknown age
person not found on wiki	17th December 1955	Fool	David O’Brien	Director:George Devine	None
no birthday on article	24th November 2007	Fool	Brian Moore	Director:unknown	unknown age
no birthday on article	unknown opening	Fool	Leslie French	Director:Harcourt Williams	unknown age
no birthday on article	16th July 1924	Fool	Mark Turner	Director:W Bridges-Adams	unknown age
6 June 1940	unknown opening	Fool	Matthew Guinness	Director:Toby Robertson	unknown age
12 September 1931	18th August 1959	Fool	Ian Holm	Director:Glen Byam Shaw	27
person not found on wiki	19th April 1902	Fool	George R Weir	Director:F R Benson	None
person not found on wiki	4th August 1915	Hamlet	F R Benson	Director:F R Benson	None
11 March 1942	unknown opening	Hamlet	Peter Eyre	Director:Jonathan Miller	unknown age
person not found on wiki	11th May 1907	Hamlet	F R Benson	Director:F R Benson	None
no birthday on article	unknown opening	Hamlet	Philip Bowen	Director:Michael Bogdanov	unknown age
8 October 1964	unknown opening	Hamlet	Martin Marquez	Director:Antony Tuckey	unknown age
no birthday on article	unknown opening	Hamlet	Daniel Webb	Director:Yuri Lyubimov	unknown age
16 January 1853	4th May 1908	Hamlet	J Forbes-Robertson	Director:J Forbes-Robertson	55
10 May 1957	23rd September 1997	Hamlet	Alex Jennings	Director:Matthew Warchus	40
5 May 1944	5th September 1984	Hamlet	Roger Rees	Director:Ron Daniels	40
29 December 1972	22nd August 2009	Hamlet	Jude Law	Director:Michael Grandage	36
21 April 1969	11th December 2004	Hamlet	Toby Stephens	Director:Michael Boyd	35
person not found on wiki	unknown opening	Hamlet	Colin Tierney	Director:Gemma Bodinetz	unknown age
19 June 1966	11th December 2001	Hamlet	Samuel West	Director:Steven Pimlott	35
May 10, 1838	unknown opening	Hamlet	John Wilkes Booth	Director:unknown	unknown age
no birthday on article	1st November 2006	Hamlet	Ninja	Director:Dov Weinstein	unknown age
person not found on wiki	1st May 1916	Hamlet	F R Benson	Director:F R Benson	None
27 March 1957	unknown opening	Hamlet	Stephen Dillane	Director:Peter Hall	unknown age
person not found on wiki	24th April 1899	Hamlet	F R Benson	Director:F R Benson	None
no birthday on article	unknown opening	Hamlet	Robert Harris	Director:Harcourt Williams	unknown age
14 April 1904	14th November 1934	Hamlet	John Gielgud	Director:John Gielgud	30
10 May 1957	4th December 1997	Hamlet	Alex Jennings	Director:Matthew Warchus	40
no birthday on article	26th April 1880	Hamlet	Barry Sullivan	Director:Barry Sullivan	unknown age
9 January 1912	30th April 1940	Hamlet	Basil Langton	Director:B Iden Payne	28
5 May 1944	18th February 1985	Hamlet	Roger Rees	Director:Ron Daniels	40
23 January 1962	30th June 1994	Hamlet	Richard Roxburgh	Director:Neil Armfield	32
10 December 1960	unknown opening	Hamlet	Kenneth Branagh	Director:Derek Jacobi	unknown age
18 January 1960	26th April 1989	Hamlet	Mark Rylance	Director:Ron Daniels	29
20 March 1908	unknown opening	Hamlet	Michael Redgrave	Director:Hugh Hunt	unknown age
April 23, 1969	26th April 1924	Hamlet	Arthur Phillips	Director:W Bridges-Adams	-46
no birthday on article	12th May 1930	Hamlet	George Hayes	Director:W Bridges-Adams	unknown age
no birthday on article	20th April 1929	Hamlet	George Hayes	Director:W Bridges-Adams	unknown age
no birthday on article	27th July 1928	Hamlet	George Hayes	Director:W Bridges-Adams	unknown age
10 November 1925	unknown opening	Hamlet	Richard Burton	Director:Michael Benthall	unknown age
person not found on wiki	26th April 1920	Hamlet	Murray Carrington	Director:W Bridges-Adams	None
person not found on wiki	23rd April 1904	Hamlet	F R Benson	Director:F R Benson	None
person not found on wiki	21st July 1920	Hamlet	Murray Carrington	Director:W Bridges-Adams	None
20 March 1908	12th December 1958	Hamlet	Michael Redgrave	Director:Glen Byam Shaw	50
person not found on wiki	22nd April 1915	Hamlet	F R Benson	Director:F R Benson	None
no birthday on article	22nd December 1965	Hamlet	David Warner	Director:Peter Hall	unknown age
22 May 1907	2nd June 1937	Hamlet	Laurence Olivier	Director:Tyrone Guthrie	30
March 5, 1882	24th July 1922	Hamlet	William Stack	Director:W Bridges-Adams	40
person not found on wiki	25th April 1906	Hamlet	F R Benson	Director:F R Benson	None
10 July 1970	23rd October 2010	Hamlet	John Simm	Director:Paul Miller	40
21 April 1969	6th November 2004	Hamlet	Toby Stephens	Director:Michael Boyd	35
12 January 1961	15th July 2000	Hamlet	Simon Russell Beale	Director:John Caird	39
31 December 1943	4th February 1976	Hamlet	Ben Kingsley	Director:Buzz Goodbody	32
11 September 1923	10th April 1956	Hamlet	Alan Badel	Director:Michael Langham	32
no birthday on article	unknown opening	Hamlet	John Neville	Director:Michael Benthall	unknown age
18 January 1960	10th December 1988	Hamlet	Mark Rylance	Director:Ron Daniels	28
person not found on wiki	23rd November 1832	Hamlet	Mr Rumball	Director:unknown	None
person not found on wiki	18th March 1974	Hamlet	Hywell Bennett	Director:Peter Dews	None
person not found on wiki	6th May 2006	Hamlet	Vaneshran Arumugam	Director:Janet Suzman	None
no birthday on article	28th April 1966	Hamlet	David Warner	Director:Peter Hall	unknown age
14 April 1904	12th October 1936	Hamlet	John Gielgud	Director:Guthrie McClintic	32
21 January 1922	unknown opening	Hamlet	Paul Scofield	Director:Peter Brook	unknown age
2 February 1956	12th October 1987	Hamlet	Philip Franks	Director:Roger Michell	31
22 October 1938	1st August 1979	Hamlet	Derek Jacobi	Director:Toby Robertson	40
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
May 15, 1879	22nd April 1909	Hamlet	Matheson Lang	Director:F R Benson	29
29 April 1957	16th March 1989	Hamlet	Daniel Day-Lewis	Director:Richard Eyre	31
person not found on wiki	20th April 1903	Hamlet	F R Benson	Director:F R Benson	None
no birthday on article	14th July 1930	Hamlet	George Hayes	Director:W Bridges-Adams	unknown age
27 March 1957	unknown opening	Hamlet	Stephen Dillane	Director:Peter Hall	unknown age
25 May 1939	unknown opening	Hamlet	Ian McKellen	Director:unknown	unknown age
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
22 October 1938	unknown opening	Hamlet	Derek Jacobi	Director:Toby Robertson	unknown age
no birthday on article	unknown opening	Hamlet	Matthew Marsh	Director:David Thacker	unknown age
no birthday on article	unknown opening	Hamlet	Tom McGovern	Director:Kenny Ireland	unknown age
17 December 1852	22nd April 1910	Hamlet	Herbert Beerbohm Tree	Director:unknown	57
person not found on wiki	22nd October 1963	Hamlet	Peter O Toole	Director:Laurence Olivier	None
no birthday on article	24th April 1879	Hamlet	Barry Sullivan	Director:Barry Sullivan	unknown age
29 June 1928	11th April 1961	Hamlet	Ian Bannen	Director:Peter Wood	32
20 April 1902	6th July 1936	Hamlet	Donald Wolfit	Director:B Iden Payne	34
person not found on wiki	24th April 1888	Hamlet	F R Benson	Director:F R Benson	None
no birthday on article	24th April 1944	Hamlet	John Byron	Director:Robert Atkins	unknown age
10 December 1960	18th December 1992	Hamlet	Kenneth Branagh	Director:Adrian Noble	32
5 May 1944	16th April 1985	Hamlet	Roger Rees	Director:Ron Daniels	40
14 April 1904	unknown opening	Hamlet	John Gielgud	Director:Harcourt Williams	unknown age
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
21 January 1922	23rd April 1948	Hamlet	Paul Scofield	Director:Michael Benthall	26
no birthday on article	19th August 1965	Hamlet	David Warner	Director:Peter Hall	unknown age
person not found on wiki	30th November 1996	Hamlet	Ian Pepperell	Director:John Retallack	None
no birthday on article	unknown opening	Hamlet	John Neville	Director:Michael Benthall	unknown age
person not found on wiki	4th August 1914	Hamlet	F R Benson	Director:F R Benson	None
10 May 1957	23rd August 1997	Hamlet	Alex Jennings	Director:Matthew Warchus	40
14 April 1904	11th July 1923	Hamlet	John Gielgud	Director:Gertrude Burnett	19
18 September 1956	5th November 1985	Hamlet	Tim McInnerny	Director:Cicely Berry	29
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
23 January 1962	30th June 1994	Hamlet	Richard Roxburgh	Director:Neil Armfield	32
3 November 1933	unknown opening	Hamlet	Jeremy Brett	Director:Frank Hauser	unknown age
19 June 1966	10th November 2001	Hamlet	Samuel West	Director:Steven Pimlott	35
March 5, 1882	11th August 1916	Hamlet	William Stack	Director:Ben Greet	34
20 March 1908	3rd June 1958	Hamlet	Michael Redgrave	Director:Glen Byam Shaw	50
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
person not found on wiki	unknown opening	Hamlet	Nicholas Jeune	Director:Deborah Warner	unknown age
11 March 1942	4th April 1974	Hamlet	Peter Eyre	Director:Jonathan Miller	32
no birthday on article	1st July 1929	Hamlet	George Hayes	Director:W Bridges-Adams	unknown age
10 May 1968	unknown opening	Hamlet	Adrian Scarborough	Director:Simon Usher	unknown age
1 June 1947	unknown opening	Hamlet	Jonathan Pryce	Director:Richard Eyre	unknown age
7 June 1943	17th September 1981	Hamlet	Michael Pennington	Director:John Barton	38
18 January 1960	23rd November 1989	Hamlet	Mark Rylance	Director:Ron Daniels	29
person not found on wiki	20th April 1891	Hamlet	F R Benson	Director:F R Benson	None
18 April 1971	15th November 2008	Hamlet	David Tennant	Director:Gregory Doran	37
9 January 1912	14th November 1942	Hamlet	Basil Langton	Director:Basil C Langton	30
person not found on wiki	28th July 1911	Hamlet	F R Benson	Director:F R Benson	None
person not found on wiki	16th April 1902	Hamlet	F R Benson	Director:F R Benson	None
28 December 1949	28th May 1983	Hamlet	Hilton McRae	Director:Christopher Fettes	33
5 August 1937	4th June 1970	Hamlet	Alan Howard	Director:Trevor Nunn	32
person not found on wiki	20th July 1933	Hamlet	Anew McMaster	Director:W Bridges-Adams	None
21 April 1969	16th October 2004	Hamlet	Toby Stephens	Director:Michael Boyd	35
21 January 1922	unknown opening	Hamlet	Paul Scofield	Director:Peter Brook	unknown age
28 December 1949	28th May 1983	Hamlet	Hilton McRae	Director:Christopher Fettes	33
14 April 1904	28th June 1939	Hamlet	John Gielgud	Director:John Gielgud	35
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
22 May 1907	unknown opening	Hamlet	Laurence Olivier	Director:Tyrone Guthrie	unknown age
24 June 1961	unknown opening	Hamlet	Iain Glen	Director:Paul Unwin	unknown age
10 May 1957	5th July 1998	Hamlet	Alex Jennings	Director:Matthew Warchus	41
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
person not found on wiki	4th August 1910	Hamlet	F R Benson	Director:F R Benson	None
7 June 1943	6th April 1981	Hamlet	Michael Pennington	Director:John Barton	37
9 May 1936	4th December 1975	Hamlet	Albert Finney	Director:Peter Hall	39
no birthday on article	7th April 1942	Hamlet	George Hayes	Director:B Iden Payne	unknown age
22 December 1962	unknown opening	Hamlet	Ralph Fiennes	Director:Jonathan Kent	unknown age
25 March 1897	21st April 1927	Hamlet	John Laurie	Director:W Bridges-Adams	30
person not found on wiki	6th May 1905	Hamlet	F R Benson	Director:F R Benson	None
14 February 1952	22nd September 1982	Hamlet	Anton Lesser	Director:Jonathan Miller	30
no birthday on article	unknown opening	Hamlet	Philip Bowen	Director:Michael Bogdanov	unknown age
person not found on wiki	5th May 1913	Hamlet	F R Benson	Director:F R Benson	None
person not found on wiki	26th April 1886	Hamlet	F R Benson	Director:F R Benson	None
14 April 1904	unknown opening	Hamlet	John Gielgud	Director:John Gielgud	unknown age
person not found on wiki	30th April 1914	Hamlet	Henry B Irving	Director:Patrick Kirwan	None
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
17 February 1978	7th October 2010	Hamlet	Rory Kinnear	Director:Nicholas Hytner	32
no birthday on article	unknown opening	Hamlet	John Neville	Director:Michael Benthall	unknown age
14 April 1904	18th October 1944	Hamlet	John Gielgud	Director:George Rylands	40
19 June 1966	2nd May 2001	Hamlet	Samuel West	Director:Steven Pimlott	34
23 January 1962	30th June 1994	Hamlet	Richard Roxburgh	Director:Neil Armfield	32
20 April 1902	8th April 1937	Hamlet	Donald Wolfit	Director:B Iden Payne	34
31 December 1943	8th April 1975	Hamlet	Ben Kingsley	Director:Buzz Goodbody	31
2 June 1932	6th July 1977	Hamlet	Alan Dobie	Director:John David	45
21 February 1946	unknown opening	Hamlet	Alan Rickman	Director:Robert Sturua	unknown age
18 September 1956	5th November 1985	Hamlet	Tim McInnerny	Director:Cicely Berry	29
person not found on wiki	unknown opening	Hamlet	Liam Brennan	Director: Mark Thomson	unknown age
9 May 1936	4th December 1975	Hamlet	Albert Finney	Director:Peter Hall	39
10 July 1969	23rd November 1996	Hamlet	Jamie Glover	Director:Julian Glover	27
no birthday on article	unknown opening	Hamlet	Daniel Webb	Director:Yuri Lyubimov	unknown age
25 May 1939	unknown opening	Hamlet	Ian McKellen	Director:unknown	unknown age
person not found on wiki	5th August 1913	Hamlet	F R Benson	Director:F R Benson	None
30 July 1944	17th November 1979	Hamlet	Frances de la Tour	Director:Robert Walker	35
7 June 1943	2nd July 1980	Hamlet	Michael Pennington	Director:John Barton	37
person not found on wiki	6th October 1913	Hamlet	F R Benson	Director:unknown	None
7 April 1934	7th March 1959	Hamlet	Ian Richardson	Director:Bernard Hepton	24
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
12 January 1961	15th July 2000	Hamlet	Simon Russell Beale	Director:John Caird	39
9 May 1936	22nd November 1976	Hamlet	Albert Finney	Director:Peter Hall	40
10 December 1960	18th March 1993	Hamlet	Kenneth Branagh	Director:Adrian Noble	32
person not found on wiki	16th April 1898	Hamlet	F R Benson	Director:F R Benson	None
23 January 1962	30th June 1994	Hamlet	Richard Roxburgh	Director:Neil Armfield	32
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
7 June 1943	10th March 1981	Hamlet	Michael Pennington	Director:John Barton	37
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
April 23, 1969	18th July 1924	Hamlet	Arthur Phillips	Director:W Bridges-Adams	-45
14 September 1936	unknown opening	Hamlet	Nicol Williamson	Director:Tony Richardson	unknown age
27 January 1965	18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin	28
25 March 1897	19th July 1927	Hamlet	John Laurie	Director:W Bridges-Adams	30
8 October 1896	13th May 1926	Hamlet	Colin Keith-Johnston	Director:unknown	29
person not found on wiki	25th April 1896	Hamlet	F R Benson	Director:F R Benson	None
person not found on wiki	25th April 1912	Hamlet	F R Benson	Director:F R Benson	None
21 February 1964	23rd September 2000	Hamlet	Adrian Schiller	Director:Samuel West	36
no birthday on article	22nd February 2014	Iago	Chris Porter	Director:Caroline Devlin	unknown age
June 14, 1919	7th April 1959	Iago	Sam Wanamaker	Director:Tony Richardson	39
person not found on wiki	13th November 2010	Iago	Mathew Shepherd	Director:Chris Scott	None
August 6, 1951	unknown opening	Iago	Jack Klaff	Director:Paul Unwin	unknown age
person not found on wiki	3rd May 1880	Iago	W H Hallatt	Director:Barry Sullivan	None
2 May 1946	24th September 1985	Iago	David Suchet	Director:Terry Hands	39
no birthday on article	21st April 2009	Iago	Conrad Nelson	Director:Barry Rutter	unknown age
2 May 1946	7th January 1986	Iago	David Suchet	Director:Terry Hands	39
25 May 1939	11th November 1989	Iago	Ian McKellen	Director:Trevor Nunn	50
no birthday on article	26th September 1970	Iago	Lee Richardson	Director:Michael Kahn	unknown age
25 May 1939	24th August 1989	Iago	Ian McKellen	Director:Trevor Nunn	50
20 December 1959	24th November 2007	Iago	Sean Campion	Director:Raz Shaw	47
14 June 1949	15th April 2004	Iago	Antony Sher	Director:Gregory Doran	54
person not found on wiki	30th May 2009	Iago	Richard Kidd	Director:Charlotte Conquest	None
person not found on wiki	29th April 2006	Iago	Wolfgang Pregler	Director:Luk Perceval	None
no birthday on article	unknown opening	Iago	David Calder	Director:David Thacker	unknown age
6 August 1926	unknown opening	Iago	Frank Finlay	Director:John Dexter	unknown age
no birthday on article	22nd February 2003	Iago	Christopher Middleton	Director:Christopher Fettes	unknown age
no birthday on article	7th July 1930	Iago	George Hayes	Director:W Bridges-Adams	unknown age
no birthday on article	7th March 2009	Iago	Michael Gould	Director:Kathryn Hunter	unknown age
14 June 1949	17th July 2004	Iago	Antony Sher	Director:Gregory Doran	55
person not found on wiki	28th April 1886	Iago	Mr Thalberg	Director:F R Benson	None
person not found on wiki	15th July 1961	Iago	William Shust	Director:Nikos Psacharopoulos	None
23 August 1945	14th August 1980	Iago	Bob Peck	Director:Ronald Eyre	35
person not found on wiki	8th March 1929	Iago	Julian D’Albie	Director:H K Ayliff	None
no birthday on article	23rd April 1930	Iago	George Hayes	Director:W Bridges-Adams	unknown age
2 June 1932	27th November 1956	Iago	Alan Dobie	Director:John Moody	24
person not found on wiki	16th March 1954	Iago	Raymond Westwell	Director:Anthony Quayle	None
person not found on wiki	18th April 1922	Iago	Baliol Holloway	Director:W Bridges-Adams	None
29 June 1928	10th October 1961	Iago	Ian Bannen	Director:Franco Zeffirelli	33
no birthday on article	21st April 1989	Iago	Paul Barber	Director:Hugh Quarshie	unknown age
person not found on wiki	4th April 1927	Iago	Ion Swinley	Director:A.E. Filmer	None
1 December 1926	29th February 1976	Iago	Keith Michell	Director:Peter Dews	49
no birthday on article	7th August 1912	Iago	Henry Herbert	Director:F R Benson	unknown age
